memset = .init:0x80003100; // type:function size:0x30 scope:global
LBL_STRUCT_FLOAT_1863 = .sdata2:0x805E0F08; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_224 = .sdata2:0x805E0F10; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1864 = .sdata2:0x805E0F18; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_225 = .sdata2:0x805E0F20; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1865 = .sdata2:0x805E0F28; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1866 = .sdata2:0x805E0F2C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1867 = .sdata2:0x805E0F30; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1868 = .sdata2:0x805E0F34; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1869 = .sdata2:0x805E0F38; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1870 = .sdata2:0x805E0F3C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1871 = .sdata2:0x805E0F40; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1872 = .sdata2:0x805E0F44; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_226 = .sdata2:0x805E0F48; // type:object size:0x8 data:double
LBL_STRUCT_DOUBLE_227 = .sdata2:0x805E0F50; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1873 = .sdata2:0x805E0F58; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1874 = .sdata2:0x805E0F5C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1875 = .sdata2:0x805E0F60; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1876 = .sdata2:0x805E0F64; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1877 = .sdata2:0x805E0F68; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1878 = .sdata2:0x805E0F6C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1879 = .sdata2:0x805E0F70; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1880 = .sdata2:0x805E0F74; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1881 = .sdata2:0x805E0F78; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1882 = .sdata2:0x805E0F7C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1883 = .sdata2:0x805E0F80; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1884 = .sdata2:0x805E0F84; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1885 = .sdata2:0x805E0F88; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1886 = .sdata2:0x805E0F8C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1887 = .sdata2:0x805E0F90; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1888 = .sdata2:0x805E0F94; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1889 = .sdata2:0x805E0F98; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1890 = .sdata2:0x805E0F9C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1891 = .sdata2:0x805E0FA0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1892 = .sdata2:0x805E0FA4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1893 = .sdata2:0x805E0FA8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1894 = .sdata2:0x805E0FAC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1895 = .sdata2:0x805E0FB0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1896 = .sdata2:0x805E0FB4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1897 = .sdata2:0x805E0FB8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1898 = .sdata2:0x805E0FBC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1899 = .sdata2:0x805E0FC0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1900 = .sdata2:0x805E0FC4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1901 = .sdata2:0x805E0FC8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1902 = .sdata2:0x805E0FCC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1903 = .sdata2:0x805E0FD0; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1904 = .sdata2:0x805E0FD8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1905 = .sdata2:0x805E0FDC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1906 = .sdata2:0x805E0FE0; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1907 = .sdata2:0x805E0FE8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1908 = .sdata2:0x805E0FEC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1909 = .sdata2:0x805E0FF0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1910 = .sdata2:0x805E0FF4; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_228 = .sdata2:0x805E0FF8; // type:object size:0x8 data:double
LBL_STRUCT_DOUBLE_229 = .sdata2:0x805E1000; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1911 = .sdata2:0x805E1008; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1912 = .sdata2:0x805E100C; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_230 = .sdata2:0x805E1010; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1913 = .sdata2:0x805E1018; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1914 = .sdata2:0x805E101C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1915 = .sdata2:0x805E1020; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1916 = .sdata2:0x805E1024; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_231 = .sdata2:0x805E1028; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1917 = .sdata2:0x805E1030; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1918 = .sdata2:0x805E1034; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1919 = .sdata2:0x805E1038; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1920 = .sdata2:0x805E1040; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1921 = .sdata2:0x805E1044; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1922 = .sdata2:0x805E1048; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1923 = .sdata2:0x805E1050; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1924 = .sdata2:0x805E1058; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1925 = .sdata2:0x805E105C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1926 = .sdata2:0x805E1060; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1927 = .sdata2:0x805E1064; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_232 = .sdata2:0x805E1068; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1928 = .sdata2:0x805E1070; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1929 = .sdata2:0x805E1078; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_233 = .sdata2:0x805E1080; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1930 = .sdata2:0x805E1088; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1931 = .sdata2:0x805E108C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1932 = .sdata2:0x805E1090; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_234 = .sdata2:0x805E1098; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1933 = .sdata2:0x805E10A0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1934 = .sdata2:0x805E10A4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1935 = .sdata2:0x805E10A8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1936 = .sdata2:0x805E10AC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1937 = .sdata2:0x805E10B0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1938 = .sdata2:0x805E10B4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1939 = .sdata2:0x805E10B8; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_235 = .sdata2:0x805E10C0; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1940 = .sdata2:0x805E10C8; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1941 = .sdata2:0x805E10D0; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_236 = .sdata2:0x805E10D8; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1942 = .sdata2:0x805E10E0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1943 = .sdata2:0x805E10E4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1944 = .sdata2:0x805E10E8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1945 = .sdata2:0x805E10EC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1946 = .sdata2:0x805E10F0; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_237 = .sdata2:0x805E10F8; // type:object size:0x8 data:double
LBL_STRUCT_DOUBLE_238 = .sdata2:0x805E1100; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1947 = .sdata2:0x805E1108; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1948 = .sdata2:0x805E110C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1949 = .sdata2:0x805E1110; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1950 = .sdata2:0x805E1114; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1951 = .sdata2:0x805E1118; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1952 = .sdata2:0x805E111C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1953 = .sdata2:0x805E1120; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_239 = .sdata2:0x805E1128; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1954 = .sdata2:0x805E1130; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1955 = .sdata2:0x805E1138; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_240 = .sdata2:0x805E1140; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1956 = .sdata2:0x805E1148; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1957 = .sdata2:0x805E114C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1958 = .sdata2:0x805E1150; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1959 = .sdata2:0x805E1154; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1960 = .sdata2:0x805E1158; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1961 = .sdata2:0x805E1160; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1962 = .sdata2:0x805E1164; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1963 = .sdata2:0x805E1168; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_241 = .sdata2:0x805E1170; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1964 = .sdata2:0x805E1178; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1965 = .sdata2:0x805E117C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1966 = .sdata2:0x805E1180; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1967 = .sdata2:0x805E1188; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1968 = .sdata2:0x805E118C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1969 = .sdata2:0x805E1190; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_242 = .sdata2:0x805E1198; // type:object size:0x8 data:double
LBL_STRUCT_DOUBLE_243 = .sdata2:0x805E11A0; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1970 = .sdata2:0x805E11A8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1971 = .sdata2:0x805E11AC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1972 = .sdata2:0x805E11B0; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1973 = .sdata2:0x805E11B8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1974 = .sdata2:0x805E11BC; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_244 = .sdata2:0x805E11C0; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1975 = .sdata2:0x805E11C8; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1976 = .sdata2:0x805E11D0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1977 = .sdata2:0x805E11D4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1978 = .sdata2:0x805E11D8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1979 = .sdata2:0x805E11DC; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_245 = .sdata2:0x805E11E0; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1980 = .sdata2:0x805E11E8; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1981 = .sdata2:0x805E11F0; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1982 = .sdata2:0x805E11F8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1983 = .sdata2:0x805E11FC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1984 = .sdata2:0x805E1200; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1985 = .sdata2:0x805E1204; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_246 = .sdata2:0x805E1208; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1986 = .sdata2:0x805E1210; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1987 = .sdata2:0x805E1214; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1988 = .sdata2:0x805E1218; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1989 = .sdata2:0x805E121C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1990 = .sdata2:0x805E1220; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1991 = .sdata2:0x805E1224; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1992 = .sdata2:0x805E1228; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_247 = .sdata2:0x805E1230; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_1993 = .sdata2:0x805E1238; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1994 = .sdata2:0x805E123C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1995 = .sdata2:0x805E1240; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1996 = .sdata2:0x805E1248; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_1997 = .sdata2:0x805E1250; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1998 = .sdata2:0x805E1254; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_1999 = .sdata2:0x805E1258; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2000 = .sdata2:0x805E125C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2001 = .sdata2:0x805E1260; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_248 = .sdata2:0x805E1268; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2002 = .sdata2:0x805E1270; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2003 = .sdata2:0x805E1274; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2004 = .sdata2:0x805E1278; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2005 = .sdata2:0x805E127C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2006 = .sdata2:0x805E1280; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2007 = .sdata2:0x805E1284; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2008 = .sdata2:0x805E1288; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2009 = .sdata2:0x805E128C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2010 = .sdata2:0x805E1290; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2011 = .sdata2:0x805E1294; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2012 = .sdata2:0x805E1298; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2013 = .sdata2:0x805E129C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2014 = .sdata2:0x805E12A0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2015 = .sdata2:0x805E12A4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2016 = .sdata2:0x805E12A8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2017 = .sdata2:0x805E12AC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2018 = .sdata2:0x805E12B0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2019 = .sdata2:0x805E12B4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2020 = .sdata2:0x805E12B8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2021 = .sdata2:0x805E12BC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2022 = .sdata2:0x805E12C0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2023 = .sdata2:0x805E12C4; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_249 = .sdata2:0x805E12C8; // type:object size:0x8 data:double
LBL_STRUCT_DOUBLE_250 = .sdata2:0x805E12D0; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2024 = .sdata2:0x805E12D8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2025 = .sdata2:0x805E12DC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2026 = .sdata2:0x805E12E0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2027 = .sdata2:0x805E12E4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2028 = .sdata2:0x805E12E8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2029 = .sdata2:0x805E12EC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2030 = .sdata2:0x805E12F0; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2031 = .sdata2:0x805E12F8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2032 = .sdata2:0x805E12FC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2033 = .sdata2:0x805E1300; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2034 = .sdata2:0x805E1304; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2035 = .sdata2:0x805E1308; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2036 = .sdata2:0x805E130C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2037 = .sdata2:0x805E1310; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2038 = .sdata2:0x805E1314; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2039 = .sdata2:0x805E1318; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2040 = .sdata2:0x805E131C; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_251 = .sdata2:0x805E1320; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2041 = .sdata2:0x805E1328; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2042 = .sdata2:0x805E132C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2043 = .sdata2:0x805E1330; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_252 = .sdata2:0x805E1338; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2044 = .sdata2:0x805E1340; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2045 = .sdata2:0x805E1348; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2046 = .sdata2:0x805E134C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2047 = .sdata2:0x805E1350; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2048 = .sdata2:0x805E1354; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2049 = .sdata2:0x805E1358; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2050 = .sdata2:0x805E135C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2051 = .sdata2:0x805E1360; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_253 = .sdata2:0x805E1368; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2052 = .sdata2:0x805E1370; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2053 = .sdata2:0x805E1374; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_254 = .sdata2:0x805E1378; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2054 = .sdata2:0x805E1380; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2055 = .sdata2:0x805E1384; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2056 = .sdata2:0x805E1388; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2057 = .sdata2:0x805E138C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2058 = .sdata2:0x805E1390; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2059 = .sdata2:0x805E1394; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2060 = .sdata2:0x805E1398; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2061 = .sdata2:0x805E139C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2062 = .sdata2:0x805E13A0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2063 = .sdata2:0x805E13A4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2064 = .sdata2:0x805E13A8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2065 = .sdata2:0x805E13AC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2066 = .sdata2:0x805E13B0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2067 = .sdata2:0x805E13B4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2068 = .sdata2:0x805E13B8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2069 = .sdata2:0x805E13BC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2070 = .sdata2:0x805E13C0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2071 = .sdata2:0x805E13C4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2072 = .sdata2:0x805E13C8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2073 = .sdata2:0x805E13CC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2074 = .sdata2:0x805E13D0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2075 = .sdata2:0x805E13D4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2076 = .sdata2:0x805E13D8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2077 = .sdata2:0x805E13DC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2078 = .sdata2:0x805E13E0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2079 = .sdata2:0x805E13E4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2080 = .sdata2:0x805E13E8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2081 = .sdata2:0x805E13EC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2082 = .sdata2:0x805E13F0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2083 = .sdata2:0x805E13F4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2084 = .sdata2:0x805E13F8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2085 = .sdata2:0x805E13FC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2086 = .sdata2:0x805E1400; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2087 = .sdata2:0x805E1404; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2088 = .sdata2:0x805E1408; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2089 = .sdata2:0x805E140C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2090 = .sdata2:0x805E1410; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2091 = .sdata2:0x805E1414; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2092 = .sdata2:0x805E1418; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2093 = .sdata2:0x805E141C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2094 = .sdata2:0x805E1420; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2095 = .sdata2:0x805E1424; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2096 = .sdata2:0x805E1428; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2097 = .sdata2:0x805E142C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2098 = .sdata2:0x805E1430; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2099 = .sdata2:0x805E1434; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2100 = .sdata2:0x805E1438; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2101 = .sdata2:0x805E143C; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_255 = .sdata2:0x805E1440; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2102 = .sdata2:0x805E1448; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2103 = .sdata2:0x805E144C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2104 = .sdata2:0x805E1450; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2105 = .sdata2:0x805E1454; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2106 = .sdata2:0x805E1458; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2107 = .sdata2:0x805E145C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2108 = .sdata2:0x805E1460; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2109 = .sdata2:0x805E1464; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_256 = .sdata2:0x805E1468; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2110 = .sdata2:0x805E1470; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2111 = .sdata2:0x805E1478; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2112 = .sdata2:0x805E147C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2113 = .sdata2:0x805E1480; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2114 = .sdata2:0x805E1484; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_257 = .sdata2:0x805E1488; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2115 = .sdata2:0x805E1490; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2116 = .sdata2:0x805E1494; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2117 = .sdata2:0x805E1498; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2118 = .sdata2:0x805E14A0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2119 = .sdata2:0x805E14A4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2120 = .sdata2:0x805E14A8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2121 = .sdata2:0x805E14AC; // type:object size:0x4 data:float
